"filename", "language", "C++", "comment", "blank", "total"
"/home/sergiogus/Documents/Github/TFM/Combustion3D/CG_RK/Codes/CppCodes/Matrix_Index.cpp", "C++", 19, 25, 24, 68
"/home/sergiogus/Documents/Github/TFM/Combustion3D/CG_RK/Codes/CppCodes/Memory.cpp", "C++", 14, 5, 15, 34
"/home/sergiogus/Documents/Github/TFM/Combustion3D/CG_RK/Codes/CppCodes/Mesher.cpp", "C++", 274, 31, 68, 373
"/home/sergiogus/Documents/Github/TFM/Combustion3D/CG_RK/Codes/CppCodes/Mesher_Memory.cpp", "C++", 56, 18, 22, 96
"/home/sergiogus/Documents/Github/TFM/Combustion3D/CG_RK/Codes/CppCodes/Mesher_NodalCoordinates.cpp", "C++", 266, 41, 61, 368
"/home/sergiogus/Documents/Github/TFM/Combustion3D/CG_RK/Codes/CppCodes/Parallel.cpp", "C++", 74, 12, 24, 110
"/home/sergiogus/Documents/Github/TFM/Combustion3D/CG_RK/Codes/CppCodes/Parallel_Communication.cpp", "C++", 162, 12, 64, 238
"/home/sergiogus/Documents/Github/TFM/Combustion3D/CG_RK/Codes/CppCodes/PostProcessing.cpp", "C++", 314, 25, 79, 418
"/home/sergiogus/Documents/Github/TFM/Combustion3D/CG_RK/Codes/CppCodes/ReadData.cpp", "C++", 64, 8, 23, 95
"/home/sergiogus/Documents/Github/TFM/Combustion3D/CG_RK/Codes/CppCodes/Solver.cpp", "C++", 73, 15, 25, 113
"/home/sergiogus/Documents/Github/TFM/Combustion3D/CG_RK/Codes/CppCodes/Solver_CFD_BoundaryConditions_Channel.cpp", "C++", 191, 26, 36, 253
"/home/sergiogus/Documents/Github/TFM/Combustion3D/CG_RK/Codes/CppCodes/Solver_CFD_BoundaryConditions_Channel_T.cpp", "C++", 105, 21, 23, 149
"/home/sergiogus/Documents/Github/TFM/Combustion3D/CG_RK/Codes/CppCodes/Solver_CFD_BoundaryConditions_Differentially.cpp", "C++", 197, 26, 39, 262
"/home/sergiogus/Documents/Github/TFM/Combustion3D/CG_RK/Codes/CppCodes/Solver_CFD_BoundaryConditions_Differentially_T.cpp", "C++", 92, 19, 20, 131
"/home/sergiogus/Documents/Github/TFM/Combustion3D/CG_RK/Codes/CppCodes/Solver_CFD_BoundaryConditions_Driven.cpp", "C++", 197, 26, 39, 262
"/home/sergiogus/Documents/Github/TFM/Combustion3D/CG_RK/Codes/CppCodes/Solver_CFD_Energy.cpp", "C++", 743, 62, 213, 1018
"/home/sergiogus/Documents/Github/TFM/Combustion3D/CG_RK/Codes/CppCodes/Solver_CFD_Memory.cpp", "C++", 135, 20, 72, 227
"/home/sergiogus/Documents/Github/TFM/Combustion3D/CG_RK/Codes/CppCodes/Solver_CFD_MomentumConvection.cpp", "C++", 614, 33, 263, 910
"/home/sergiogus/Documents/Github/TFM/Combustion3D/CG_RK/Codes/CppCodes/Solver_CFD_MomentumDiffusion.cpp", "C++", 365, 29, 45, 439
"/home/sergiogus/Documents/Github/TFM/Combustion3D/CG_RK/Codes/CppCodes/Solver_CFD_PoissonCoeffs.cpp", "C++", 167, 31, 42, 240
"/home/sergiogus/Documents/Github/TFM/Combustion3D/CG_RK/Codes/CppCodes/Solver_CFD_RK3_Integration.cpp", "C++", 150, 44, 54, 248
"/home/sergiogus/Documents/Github/TFM/Combustion3D/CG_RK/Codes/CppCodes/Solver_CFD_RK4_Integration.cpp", "C++", 195, 56, 69, 320
"/home/sergiogus/Documents/Github/TFM/Combustion3D/CG_RK/Codes/CppCodes/Solver_CFD_Utilities.cpp", "C++", 332, 66, 100, 498
"/home/sergiogus/Documents/Github/TFM/Combustion3D/CG_RK/Codes/CppCodes/Solver_RunSolver.cpp", "C++", 207, 43, 81, 331
"/home/sergiogus/Documents/Github/TFM/Combustion3D/CG_RK/Codes/CppCodes/Solver_Species_BoundaryConditions.cpp", "C++", 101, 23, 24, 148
"/home/sergiogus/Documents/Github/TFM/Combustion3D/CG_RK/Codes/CppCodes/Solver_Species_Convection.cpp", "C++", 399, 31, 153, 583
"/home/sergiogus/Documents/Github/TFM/Combustion3D/CG_RK/Codes/CppCodes/Solver_Species_Diffusion.cpp", "C++", 329, 32, 47, 408
"/home/sergiogus/Documents/Github/TFM/Combustion3D/CG_RK/Codes/CppCodes/Solver_Species_JANAF.cpp", "C++", 82, 8, 20, 110
"/home/sergiogus/Documents/Github/TFM/Combustion3D/CG_RK/Codes/CppCodes/Solver_Species_Memory.cpp", "C++", 60, 16, 30, 106
"/home/sergiogus/Documents/Github/TFM/Combustion3D/CG_RK/Codes/CppCodes/Solver_Species_Read.cpp", "C++", 80, 6, 19, 105
"/home/sergiogus/Documents/Github/TFM/Combustion3D/CG_RK/Codes/CppCodes/Solver_Species_Utilities.cpp", "C++", 75, 11, 21, 107
"Total", "-", 6132, 821, 1815, 8768
